Dcode,Mcode,District,Mandal,Date,Rain (mm),Temp Min (°C),Temp Max (°C),Humidity Min (%),Humidity Max (%),Wind Speed Min (Kmph),Wind Speed Max (Kmph)
24,14,Vikarabad,Tandur,21-Oct-20,4.5,22.7,29,80.1,100,0,5.1
24,14,Vikarabad,Tandur,22-Oct-20,20.4,22.4,28.2,82.3,100,0,9.2
24,14,Vikarabad,Tandur,23-Oct-20,0,20.2,31.8,64.8,100,0,4.2
24,14,Vikarabad,Tandur,24-Oct-20,0,20.8,31.4,51.3,100,0,7.8
24,14,Vikarabad,Tandur,25-Oct-20,0,20.8,32.8,50.7,100,0,3.3
24,14,Vikarabad,Tandur,26-Oct-20,0,22.4,32.3,50.2,100,0,5.7
24,14,Vikarabad,Tandur,27-Oct-20,0,18.5,31.1,53.4,100,0,14.4
24,14,Vikarabad,Tandur,28-Oct-20,0,18.1,31.4,40.6,100,0,13.9
24,14,Vikarabad,Tandur,29-Oct-20,0,17.6,31.3,35.8,100,0,15.6
24,14,Vikarabad,Tandur,30-Oct-20,0,21.5,31,39.7,100,0,15.5
24,14,Vikarabad,Tandur,31-Oct-20,0,19.4,30.7,44.7,100,0,16.1
24,14,Vikarabad,Tandur,1-Nov-20,0,17.6,30.7,47,100,0,15.4
24,14,Vikarabad,Tandur,2-Nov-20,0,16.6,30.8,36.3,100,0,14.7
24,14,Vikarabad,Tandur,3-Nov-20,0,18.1,31.6,38.6,100,0,14.7
24,14,Vikarabad,Tandur,4-Nov-20,0,18.2,30.9,51.9,100,0,19.6
24,14,Vikarabad,Tandur,5-Nov-20,0,16.1,30.8,29.4,66.1,0,16.8
24,14,Vikarabad,Tandur,6-Nov-20,0,14.5,31.5,26.4,100,0,8.1
24,14,Vikarabad,Tandur,7-Nov-20,0,20.9,30.5,39.7,100,0,13
24,14,Vikarabad,Tandur,8-Nov-20,0,17.3,31.1,55.4,100,0,7.7
24,14,Vikarabad,Tandur,9-Nov-20,0,12.3,30.9,35.2,100,0,13.1
24,14,Vikarabad,Tandur,10-Nov-20,0,11,29.1,23.9,100,0,13.8
24,14,Vikarabad,Tandur,11-Nov-20,0,11,29.2,26.1,100,0,8.8
24,14,Vikarabad,Tandur,12-Nov-20,0,16.9,30.7,29.4,100,0,11.2
24,14,Vikarabad,Tandur,13-Nov-20,0,20.3,28.8,75.6,100,0,18.9
24,14,Vikarabad,Tandur,14-Nov-20,0,18.7,28.7,68.5,100,0,11
24,14,Vikarabad,Tandur,15-Nov-20,0,18.2,32,50.9,100,0,11.8
24,14,Vikarabad,Tandur,16-Nov-20,0,21.2,31.3,53.3,100,0,16.1
24,14,Vikarabad,Tandur,17-Nov-20,0,20,31,62.8,100,0,7.2
24,14,Vikarabad,Tandur,18-Nov-20,0,17.8,31.8,38.9,100,0,6.8
24,14,Vikarabad,Tandur,19-Nov-20,0,20,32.3,56.8,100,0,5.6
24,14,Vikarabad,Tandur,20-Nov-20,0,18.5,33.2,49.6,100,0,8.4
24,14,Vikarabad,Tandur,21-Nov-20,0,17.5,32.3,36.6,100,0,0.2
24,14,Vikarabad,Tandur,22-Nov-20,0,17.5,32,39.5,100,0,2.6
24,14,Vikarabad,Tandur,23-Nov-20,0,18.5,31.4,49.6,100,0,4.1
24,14,Vikarabad,Tandur,24-Nov-20,0,15,29.7,47,100,0,0.5
24,14,Vikarabad,Tandur,25-Nov-20,0,12,29.2,22.8,100,0,19.8
24,14,Vikarabad,Tandur,26-Nov-20,0,20.4,30.3,44.9,95,0,15.3
24,14,Vikarabad,Tandur,27-Nov-20,0,20.7,26.7,75.4,94.5,0,20.3
24,14,Vikarabad,Tandur,28-Nov-20,3.8,18.8,21.5,84.4,98.4,0,24.1
24,14,Vikarabad,Tandur,29-Nov-20,0,20.2,28.3,75.6,100,0,1.5
24,14,Vikarabad,Tandur,30-Nov-20,0,18,29.1,76.1,100,0,7.9
24,14,Vikarabad,Tandur,1-Dec-20,0,16.6,28.7,61.8,100,0,4.6
24,14,Vikarabad,Tandur,2-Dec-20,0,14.7,29.3,47,100,0,8.1
24,14,Vikarabad,Tandur,3-Dec-20,0,14.4,29.9,32.8,100,0,8.9
24,14,Vikarabad,Tandur,4-Dec-20,0,16.9,30.1,50.3,95.8,0,3.9
24,14,Vikarabad,Tandur,5-Dec-20,0,14,32.5,29.8,100,0,1.2
24,14,Vikarabad,Tandur,6-Dec-20,0,11.4,29.6,20.8,100,0,13.8
24,14,Vikarabad,Tandur,7-Dec-20,0,15.1,30.6,32.8,100,0,4.8
24,14,Vikarabad,Tandur,8-Dec-20,0,15.9,32.6,40.2,96.6,0,1.3
24,14,Vikarabad,Tandur,9-Dec-20,0,14.9,31.9,27.4,89.8,0,9.4
24,14,Vikarabad,Tandur,10-Dec-20,0,14.3,31.2,25.4,76.9,0,2.5
24,14,Vikarabad,Tandur,11-Dec-20,0,14.4,31.5,23.7,82.2,0,0.9
24,14,Vikarabad,Tandur,12-Dec-20,0,15.3,31.4,21.7,81.9,0,3.6
24,14,Vikarabad,Tandur,13-Dec-20,0,14.8,32.6,27.1,89.6,,
24,14,Vikarabad,Tandur,14-Dec-20,0,13.3,31.6,26.4,97.4,0,0.5
24,14,Vikarabad,Tandur,15-Dec-20,0,15.4,31.7,24.4,92.3,,
24,14,Vikarabad,Tandur,16-Dec-20,0,17.2,31.6,29.1,100,0,0.1
24,14,Vikarabad,Tandur,17-Dec-20,0,15.7,30.1,44.2,100,0,0.2
24,14,Vikarabad,Tandur,18-Dec-20,0,17.1,30.7,38,100,0,1.7
24,14,Vikarabad,Tandur,19-Dec-20,0,16,30.4,36.9,97.6,0,2.2
24,14,Vikarabad,Tandur,20-Dec-20,0,13,28.4,36.3,100,0,11.8
24,14,Vikarabad,Tandur,21-Dec-20,0,10.7,29,33.4,93.1,0,0.9
24,14,Vikarabad,Tandur,22-Dec-20,0,10.1,28.4,16.1,84.4,0,11.7
24,14,Vikarabad,Tandur,23-Dec-20,0,10.9,29.2,18.1,74.3,0,3.5
24,14,Vikarabad,Tandur,24-Dec-20,0,13.2,30.4,22.8,89.6,0,0.1
24,14,Vikarabad,Tandur,25-Dec-20,0,14.2,31.6,26.9,96.3,0,2.4
24,14,Vikarabad,Tandur,26-Dec-20,0,13.4,30.8,32.4,100,0,0.4
24,14,Vikarabad,Tandur,27-Dec-20,0,13.3,30.2,28.8,100,,
24,14,Vikarabad,Tandur,28-Dec-20,0,13.7,30.3,30.8,100,0,2.1
24,14,Vikarabad,Tandur,29-Dec-20,0,15.3,31.3,32.8,100,,
24,14,Vikarabad,Tandur,30-Dec-20,0,15.4,31.9,26.4,100,,
24,14,Vikarabad,Tandur,31-Dec-20,0,18.2,30.9,38,100,0,0.1
24,15,Vikarabad,Basheerabad,1-Oct-20,3.8,24.2,31.3,86.1,100,0,14.9
24,15,Vikarabad,Basheerabad,2-Oct-20,5,21.3,31.5,91.4,100,0,11.4
24,15,Vikarabad,Basheerabad,3-Oct-20,0,24.7,34.4,62,99.9,0,9.6
24,15,Vikarabad,Basheerabad,4-Oct-20,0,24.5,34.9,52.9,99.4,0,10.2
24,15,Vikarabad,Basheerabad,5-Oct-20,0,22.4,32.6,65.5,100,0,14.3
24,15,Vikarabad,Basheerabad,6-Oct-20,0,21.8,34.3,55.8,99.9,0,11.8
24,15,Vikarabad,Basheerabad,7-Oct-20,0,21.8,34.2,49.6,99.3,,
24,15,Vikarabad,Basheerabad,8-Oct-20,0,21.9,32,56.7,99.9,,
24,15,Vikarabad,Basheerabad,9-Oct-20,0,24.5,32.5,66,100,,
24,15,Vikarabad,Basheerabad,10-Oct-20,2.5,23.1,32.8,83.4,100,0,0.5
24,15,Vikarabad,Basheerabad,11-Oct-20,22,24.1,32.6,73.1,100,0,2
24,15,Vikarabad,Basheerabad,12-Oct-20,5.2,24.1,27.3,99.9,100,,
24,15,Vikarabad,Basheerabad,13-Oct-20,18.8,22.8,32.1,89.9,100,0,9.5
24,15,Vikarabad,Basheerabad,14-Oct-20,101.8,22.5,27.6,99.6,100,0,10.8
24,15,Vikarabad,Basheerabad,15-Oct-20,3.2,22.6,28.1,94.2,99.9,,
24,15,Vikarabad,Basheerabad,16-Oct-20,0.5,22.8,29.8,85.1,100,0,7
24,15,Vikarabad,Basheerabad,17-Oct-20,0,21.9,30.3,88,100,0,9.5
24,15,Vikarabad,Basheerabad,18-Oct-20,6.9,23.9,32.8,69.3,100,0,4.9
24,15,Vikarabad,Basheerabad,19-Oct-20,9.1,21.5,32.6,74.8,100,,
24,15,Vikarabad,Basheerabad,20-Oct-20,0,24.4,32.7,84.6,100,,
24,15,Vikarabad,Basheerabad,21-Oct-20,14.8,22.5,30.2,91.3,100,0,6
24,15,Vikarabad,Basheerabad,22-Oct-20,7.4,23.8,30.9,85.1,100,0,8.3
24,15,Vikarabad,Basheerabad,23-Oct-20,1.5,21.5,35,59.9,100,0,7.1
24,15,Vikarabad,Basheerabad,24-Oct-20,0,21.2,33.5,45.7,100,0,8.7
24,15,Vikarabad,Basheerabad,25-Oct-20,0,22.9,35.5,33.9,96.5,0,5.9
24,15,Vikarabad,Basheerabad,26-Oct-20,0,24.1,34.3,41,95.3,0,6.6
24,15,Vikarabad,Basheerabad,27-Oct-20,0,18.7,34.1,41.3,94.5,0,4.9
24,15,Vikarabad,Basheerabad,28-Oct-20,0,19.4,34,45.2,93.1,0,5.8
24,15,Vikarabad,Basheerabad,29-Oct-20,0,19,34.5,27,99.2,0,9.6
24,15,Vikarabad,Basheerabad,30-Oct-20,0,21.9,34.8,31,90.6,0,8
24,15,Vikarabad,Basheerabad,31-Oct-20,0,19.4,33.7,36,90.5,0,8.4
24,15,Vikarabad,Basheerabad,1-Nov-20,0,20.8,34.3,35.2,91.2,0,10.5
24,15,Vikarabad,Basheerabad,2-Nov-20,0,18.1,35.6,31.6,91.7,0,5.2
24,15,Vikarabad,Basheerabad,3-Nov-20,0,19.9,35.3,39.4,94.1,0,5.9
24,15,Vikarabad,Basheerabad,4-Nov-20,0,18.6,34.4,39.5,83,0,4.6
24,15,Vikarabad,Basheerabad,5-Nov-20,0,17.9,33.9,30,90.2,0,5.5
24,15,Vikarabad,Basheerabad,6-Nov-20,0,16.8,35.1,24.5,83.3,0,5.9
24,15,Vikarabad,Basheerabad,7-Nov-20,0,20.6,32.6,37.3,88.9,0,4.8
24,15,Vikarabad,Basheerabad,8-Nov-20,0,19.5,33.4,54.8,78.4,0,0.1
24,15,Vikarabad,Basheerabad,9-Nov-20,0,14.1,33.2,29.6,78.9,0,14.6
24,15,Vikarabad,Basheerabad,10-Nov-20,0,12.7,31.6,20.1,85.4,0,6
24,15,Vikarabad,Basheerabad,11-Nov-20,0,15,32.5,24.7,85.5,0,12.1
24,15,Vikarabad,Basheerabad,12-Nov-20,0,18.5,32.6,30.8,93.1,0,8.2
24,15,Vikarabad,Basheerabad,13-Nov-20,0,19.7,31,69.4,100,0,10
24,15,Vikarabad,Basheerabad,14-Nov-20,0,19.4,30.1,59.6,100,0,13.4
24,15,Vikarabad,Basheerabad,15-Nov-20,0,19,34.3,39.9,100,0,10.5
24,15,Vikarabad,Basheerabad,16-Nov-20,0,19.9,33.2,38.3,95.6,0,12.9
24,15,Vikarabad,Basheerabad,17-Nov-20,0,20.4,32.3,51.4,100,0,15.4
24,15,Vikarabad,Basheerabad,18-Nov-20,0,18.6,34,33.6,95.9,0,12.2
24,15,Vikarabad,Basheerabad,19-Nov-20,0,20.7,34.3,46.9,99.1,0,11.4
24,15,Vikarabad,Basheerabad,20-Nov-20,0,18.2,32.6,46.7,100,0,12.1
24,15,Vikarabad,Basheerabad,21-Nov-20,0,18.3,34.5,28.9,94.7,0,13.1
24,15,Vikarabad,Basheerabad,22-Nov-20,0,18.4,34.8,33,89,0,7.6
24,15,Vikarabad,Basheerabad,23-Nov-20,0,19.3,32.9,36.5,92.7,0,7.7
24,15,Vikarabad,Basheerabad,24-Nov-20,0,15.1,32.5,37,97.6,0,12.1
24,15,Vikarabad,Basheerabad,25-Nov-20,0,15.1,33.1,19.5,87.5,0,7.7
24,15,Vikarabad,Basheerabad,26-Nov-20,0,20.4,33.1,33.6,85.9,0,13.5
24,15,Vikarabad,Basheerabad,27-Nov-20,0,21,29.2,55.2,86.3,0,15
24,15,Vikarabad,Basheerabad,28-Nov-20,3.7,19,23.4,83.2,95.2,0.2,9.5
24,15,Vikarabad,Basheerabad,29-Nov-20,0,19.8,28.7,65.5,99.6,0,16.2
24,15,Vikarabad,Basheerabad,30-Nov-20,0,18.5,30.5,54.4,100,0,14.4
24,15,Vikarabad,Basheerabad,1-Dec-20,0,18.3,31.7,42.1,99.2,0,7.6
24,15,Vikarabad,Basheerabad,2-Dec-20,0,16.8,31.6,35.8,96.9,0,5.4
24,15,Vikarabad,Basheerabad,3-Dec-20,0,15.1,32.8,22.6,91.2,0,9.6
24,15,Vikarabad,Basheerabad,4-Dec-20,0,16.9,32.2,36.2,98.4,0,12.4
24,15,Vikarabad,Basheerabad,5-Dec-20,0,15.9,33.3,29.4,92.7,0,12.4
24,15,Vikarabad,Basheerabad,6-Dec-20,0,13.7,33.3,18.9,86.2,0,5.8
24,15,Vikarabad,Basheerabad,7-Dec-20,0,15.7,32.7,26.6,91.5,0,14.6
24,15,Vikarabad,Basheerabad,8-Dec-20,0,16.8,32.4,37.1,82.3,0,12.7
24,15,Vikarabad,Basheerabad,9-Dec-20,0,16.3,33,30.9,89.6,6.9,14.4
24,15,Vikarabad,Basheerabad,10-Dec-20,0,15,32.7,24.9,90.5,0,4.4
24,15,Vikarabad,Basheerabad,11-Dec-20,0,15.4,32,24.6,95.6,0,4.3
24,15,Vikarabad,Basheerabad,12-Dec-20,0,18.5,32.8,18.6,90.7,0,3.6
24,15,Vikarabad,Basheerabad,13-Dec-20,0,17.3,32.2,29.7,97.9,0,11.5
24,15,Vikarabad,Basheerabad,14-Dec-20,0,14,31.9,26.1,98.5,0,11.1
24,15,Vikarabad,Basheerabad,15-Dec-20,0,14.9,31.6,22.5,98.1,0,13.7
24,15,Vikarabad,Basheerabad,16-Dec-20,0,17.3,31.7,28.7,100,0,15.1
24,15,Vikarabad,Basheerabad,17-Dec-20,0,16.1,32.1,39.6,98.6,0,11.3
24,15,Vikarabad,Basheerabad,18-Dec-20,0,17.2,32.9,29.8,90.6,0,14.6
24,15,Vikarabad,Basheerabad,19-Dec-20,0,16.1,33,30.1,90.5,0,9.7
24,15,Vikarabad,Basheerabad,20-Dec-20,0,15.6,31.3,29.8,80.8,0,12.3
24,15,Vikarabad,Basheerabad,21-Dec-20,0,13.5,30.7,26.6,82.7,0,11.3
24,15,Vikarabad,Basheerabad,22-Dec-20,0,10.3,31.4,17.6,87.2,0,11.8
24,15,Vikarabad,Basheerabad,23-Dec-20,0,11,30.9,15.3,88.7,0,10.7
24,15,Vikarabad,Basheerabad,24-Dec-20,0,14.4,31.3,17.7,90.8,0,11.2
24,15,Vikarabad,Basheerabad,25-Dec-20,0,15.3,32,24.7,91.3,0,6.7
24,15,Vikarabad,Basheerabad,26-Dec-20,0,14.5,31.5,28.7,99.9,0,13.3
24,15,Vikarabad,Basheerabad,27-Dec-20,0,14.1,32.4,24.6,99.7,0,8.4
24,15,Vikarabad,Basheerabad,28-Dec-20,0,14,32.8,26.7,89,0,7.7
24,15,Vikarabad,Basheerabad,29-Dec-20,0,15.4,32.8,31.5,91.2,0,10.4
24,15,Vikarabad,Basheerabad,30-Dec-20,0,15.3,31.8,28.6,97.7,0,14.4
24,15,Vikarabad,Basheerabad,31-Dec-20,0,18.6,32.8,32.3,93.9,0.6,11.8
24,16,Vikarabad,Yelal,1-Oct-20,0,22.7,31.5,79.5,100,0,14.9
24,16,Vikarabad,Yelal,2-Oct-20,4.7,21,30.4,81.9,100,0,11.4
24,16,Vikarabad,Yelal,3-Oct-20,0,23.2,32.9,57.7,100,0,9.6
24,16,Vikarabad,Yelal,4-Oct-20,0,23.6,34.8,50.6,98.6,0,10.2
24,16,Vikarabad,Yelal,5-Oct-20,0,22.2,32.7,63.6,99.8,0,14.3
24,16,Vikarabad,Yelal,6-Oct-20,0,21.2,33.7,48.7,100,0,11.8
24,16,Vikarabad,Yelal,7-Oct-20,0,21.8,33.9,49.1,99,0,8.4
24,16,Vikarabad,Yelal,8-Oct-20,0,20.5,31.9,55.5,99.9,0,14.5
24,16,Vikarabad,Yelal,9-Oct-20,0,22.8,33,60.8,100,0,5.3
24,16,Vikarabad,Yelal,10-Oct-20,16.3,22,33.7,67.7,100,0,2.7
24,16,Vikarabad,Yelal,11-Oct-20,14.9,22.5,33.4,65.1,100,0,4.9
24,16,Vikarabad,Yelal,12-Oct-20,10.3,22.5,26.4,96.6,100,0,2.8
24,16,Vikarabad,Yelal,13-Oct-20,11.2,22.7,31.6,79.4,100,0,9.5
24,16,Vikarabad,Yelal,14-Oct-20,62.5,22.4,26.6,97,100,0.5,10.8
24,16,Vikarabad,Yelal,15-Oct-20,6.7,22.5,26.9,92.3,100,0,3.4
24,16,Vikarabad,Yelal,16-Oct-20,0,22.6,30,80.1,100,0,7
24,16,Vikarabad,Yelal,17-Oct-20,0,21.8,30.5,78,100,0,9.5
24,16,Vikarabad,Yelal,18-Oct-20,8.1,21.8,32.9,63.8,100,0,4.9
24,16,Vikarabad,Yelal,19-Oct-20,9.4,21.6,33,62.5,100,0,4.8
24,16,Vikarabad,Yelal,20-Oct-20,0,23.5,33.3,71.7,100,0,2.9
24,16,Vikarabad,Yelal,21-Oct-20,2,22.7,30.7,80.1,100,0,5.1
24,16,Vikarabad,Yelal,22-Oct-20,5.3,22.8,30.7,82.3,100,0,6.3
24,16,Vikarabad,Yelal,23-Oct-20,0,20.7,34.1,55.2,100,0,4.6
24,16,Vikarabad,Yelal,24-Oct-20,0,20.7,33.7,45.1,100,0,4.4
24,16,Vikarabad,Yelal,25-Oct-20,0,20.8,34.3,40.1,99.8,0,1.8
24,16,Vikarabad,Yelal,26-Oct-20,0,22.4,33.7,42.7,99.8,0,5.7
24,16,Vikarabad,Yelal,27-Oct-20,0,18.3,33.7,46.1,99.5,0,7.9
24,16,Vikarabad,Yelal,28-Oct-20,0,19.2,33.5,39.4,100,0,13.9
24,16,Vikarabad,Yelal,29-Oct-20,0,18.6,33.5,32.4,100,0,15.6
24,16,Vikarabad,Yelal,30-Oct-20,0,21.4,33.5,34.9,92.4,0,15.5
24,16,Vikarabad,Yelal,31-Oct-20,0,19.1,33.7,41.5,91.3,0,16.1
24,16,Vikarabad,Yelal,1-Nov-20,0,18.7,33.5,43,100,0,15.4
24,16,Vikarabad,Yelal,2-Nov-20,0,16.3,34.2,34.6,100,0,14.7
24,16,Vikarabad,Yelal,3-Nov-20,0,18.7,34,35.1,100,0,14.7
24,16,Vikarabad,Yelal,4-Nov-20,0,18.3,33.5,44.3,96.1,0,19.6
24,16,Vikarabad,Yelal,5-Nov-20,0,15.5,33.4,29.2,95.7,0,16.8
24,16,Vikarabad,Yelal,6-Nov-20,0,15.2,33.7,26.7,94.2,0,8.1
24,16,Vikarabad,Yelal,7-Nov-20,0,20.8,32.7,35.3,99.1,0,7.3
24,16,Vikarabad,Yelal,8-Nov-20,0,17.9,34,46,96,0,7.7
24,16,Vikarabad,Yelal,9-Nov-20,0,12.5,33.3,33.7,99.5,0,13.1
24,16,Vikarabad,Yelal,10-Nov-20,0,11.9,31.4,24.3,98.6,0,10.5
24,16,Vikarabad,Yelal,11-Nov-20,0,11,31.2,26.6,98.9,0,8.8
24,16,Vikarabad,Yelal,12-Nov-20,0,16.4,32,27.9,100,0,11.2
24,16,Vikarabad,Yelal,13-Nov-20,0,19.5,29.7,67.3,100,0,18.9
24,16,Vikarabad,Yelal,14-Nov-20,0,18.9,30.1,68.5,100,0,11
24,16,Vikarabad,Yelal,15-Nov-20,0,19.2,33.9,40.1,98.4,0,11.8
24,16,Vikarabad,Yelal,16-Nov-20,0,20.2,32.1,43.5,98.1,0,16.1
24,16,Vikarabad,Yelal,17-Nov-20,0,19.9,31.6,56.3,100,0,7.2
24,16,Vikarabad,Yelal,18-Nov-20,0,17.4,33.4,35.5,99.1,0,10
24,16,Vikarabad,Yelal,19-Nov-20,0,20.6,33,48.2,99.8,0,5.6
24,16,Vikarabad,Yelal,20-Nov-20,0,18.3,33.4,47,100,0,8.4
24,16,Vikarabad,Yelal,21-Nov-20,0,17,33.8,32.3,99,0,0.2
24,16,Vikarabad,Yelal,22-Nov-20,0,18.2,33.5,35.5,95.8,0,2.6
24,16,Vikarabad,Yelal,23-Nov-20,0,18.4,33.5,41.4,99.7,0,4.1
24,16,Vikarabad,Yelal,24-Nov-20,0,15.8,31.9,42.9,97.7,0,0.5
24,16,Vikarabad,Yelal,25-Nov-20,0,13,31.9,24.4,97.1,0,19.8
24,16,Vikarabad,Yelal,26-Nov-20,0,20.6,31.8,37.4,88.3,0,8
24,16,Vikarabad,Yelal,27-Nov-20,0.6,20.7,28,62.3,87.3,0,11.8
24,16,Vikarabad,Yelal,28-Nov-20,3.4,18.8,22.8,84.4,98.4,0,17.9
24,16,Vikarabad,Yelal,29-Nov-20,0,19.7,27.9,67.2,99.4,0,10.8
24,16,Vikarabad,Yelal,30-Nov-20,0,18.5,29.9,63.9,100,0,7.8
24,16,Vikarabad,Yelal,1-Dec-20,0,16.9,31.1,46.9,100,0,4.6
24,16,Vikarabad,Yelal,2-Dec-20,0,14.6,31.6,41.6,100,0,8.1
24,16,Vikarabad,Yelal,3-Dec-20,0,13.8,32.4,27.8,99.7,0,4.5
24,16,Vikarabad,Yelal,4-Dec-20,0,16,32.2,41.1,100,0,2
24,16,Vikarabad,Yelal,5-Dec-20,0,13.7,32.5,29.8,99.8,0,1.2
24,16,Vikarabad,Yelal,6-Dec-20,0,11.6,31.9,22.9,99.1,0,9.1
24,16,Vikarabad,Yelal,7-Dec-20,0,14.4,33,28.2,99.6,0,6.1
24,16,Vikarabad,Yelal,8-Dec-20,0,15.6,32.7,39.2,96.6,0,5
24,16,Vikarabad,Yelal,9-Dec-20,0,14.6,33.3,28.8,91.6,0,6.3
24,16,Vikarabad,Yelal,10-Dec-20,0,14.1,33.2,25.4,87.1,0,4.4
24,16,Vikarabad,Yelal,11-Dec-20,0,14.2,32.7,24.5,96.6,0,4.3
24,16,Vikarabad,Yelal,12-Dec-20,0,15.3,32.8,21.2,88,0,3.6
24,16,Vikarabad,Yelal,13-Dec-20,0,14.8,32.1,29.6,96.5,,
24,16,Vikarabad,Yelal,14-Dec-20,0,13.3,32,29.3,94.4,0,0.5
24,16,Vikarabad,Yelal,15-Dec-20,0,14.6,32.6,25.4,98,,
24,16,Vikarabad,Yelal,16-Dec-20,0,16.3,31.1,32.8,100,0,0.6
24,16,Vikarabad,Yelal,17-Dec-20,0,15.2,31.4,41.3,99.9,0,0.2
24,16,Vikarabad,Yelal,18-Dec-20,0,16.2,32.5,35.9,98.2,0,1.7
24,16,Vikarabad,Yelal,19-Dec-20,0,15.2,32.2,33.6,96.4,0,2.2
24,16,Vikarabad,Yelal,20-Dec-20,0,13.9,31,35.5,93,0,9.7
24,16,Vikarabad,Yelal,21-Dec-20,0,10.8,30.6,30.3,96.5,0,0.9
24,16,Vikarabad,Yelal,22-Dec-20,0,9.9,30.8,17.4,94.1,0,9.5
24,16,Vikarabad,Yelal,23-Dec-20,0,10.4,31.2,18.3,92.9,0,3.2
24,16,Vikarabad,Yelal,24-Dec-20,0,12.3,31.3,21.9,96.8,0,6.1
24,16,Vikarabad,Yelal,25-Dec-20,0,14,31.8,26.9,96.3,0,2.4
24,16,Vikarabad,Yelal,26-Dec-20,0,14.2,31,30.7,99.9,0,8.4
24,16,Vikarabad,Yelal,27-Dec-20,0,14.2,32.2,27,98.2,,
24,16,Vikarabad,Yelal,28-Dec-20,0,14.2,32.2,28.8,99,0,2.1
24,16,Vikarabad,Yelal,29-Dec-20,0,14.9,32.5,31.1,97.7,,
24,16,Vikarabad,Yelal,30-Dec-20,0,15.2,32.4,28,99.8,,
24,16,Vikarabad,Yelal,31-Dec-20,0,17.5,31.4,37.1,98.4,0,0.1
24,17,Vikarabad,Kodangal,1-Oct-20,0,22.7,30.2,76.9,100,0,7.5
24,17,Vikarabad,Kodangal,2-Oct-20,8,20.9,30.6,76.9,96.2,0,11.4
24,17,Vikarabad,Kodangal,3-Oct-20,0,22.8,33.3,61.4,100,0,9.6
24,17,Vikarabad,Kodangal,4-Oct-20,0,23.9,32.6,63.1,93.5,0,10.2
24,17,Vikarabad,Kodangal,5-Oct-20,0,22.7,33.2,65.9,99.9,0,7.9
24,17,Vikarabad,Kodangal,6-Oct-20,0,22.3,33,54.5,95.3,0,6.1
24,17,Vikarabad,Kodangal,7-Oct-20,0,21.7,33.1,52.4,99,0,0.3
24,17,Vikarabad,Kodangal,8-Oct-20,0,20.4,30.4,58.2,99.4,0,0.5
24,17,Vikarabad,Kodangal,9-Oct-20,0,22.8,32.6,62.8,100,,
24,17,Vikarabad,Kodangal,10-Oct-20,21.3,22.4,34.6,63.9,100,0,0.5
24,17,Vikarabad,Kodangal,11-Oct-20,13.3,22.6,33.2,61.5,100,0,2
24,17,Vikarabad,Kodangal,12-Oct-20,5.4,22.5,26,96.5,100,,
24,17,Vikarabad,Kodangal,13-Oct-20,15.8,21.3,30.5,76.6,100,0,9.5
24,17,Vikarabad,Kodangal,14-Oct-20,51.7,22.4,27.6,90.7,100,0,6.3
24,17,Vikarabad,Kodangal,15-Oct-20,4.9,21.7,25.4,90.1,100,0,2.3
24,17,Vikarabad,Kodangal,16-Oct-20,0,22.7,30.8,70.2,100,0,3.6
24,17,Vikarabad,Kodangal,17-Oct-20,0,22.4,30.8,73.8,96.4,0,9.5
24,17,Vikarabad,Kodangal,18-Oct-20,8.2,22.4,31.9,67.7,100,0,4.9
24,17,Vikarabad,Kodangal,19-Oct-20,4.8,22.2,33.2,63.1,100,0,0.2
24,17,Vikarabad,Kodangal,20-Oct-20,0,24.8,33.6,68.3,97.6,0,0.1
24,17,Vikarabad,Kodangal,21-Oct-20,34.9,22.6,30.2,76.5,100,0,0.1
24,17,Vikarabad,Kodangal,22-Oct-20,3.5,23.1,31.1,77.8,100,0,3.3
24,17,Vikarabad,Kodangal,23-Oct-20,0,22.1,33.3,59.1,100,0,4.6
24,17,Vikarabad,Kodangal,24-Oct-20,0,22.4,34.1,45.8,96.2,0,1
24,17,Vikarabad,Kodangal,25-Oct-20,0,21.1,34.2,44.8,100,0,0.3
24,17,Vikarabad,Kodangal,26-Oct-20,0,22.5,33.9,42.9,99.8,,
24,17,Vikarabad,Kodangal,27-Oct-20,0,18.3,34.2,44.7,77.3,0,1.3
24,17,Vikarabad,Kodangal,28-Oct-20,0,17.8,33.8,38.3,86.2,,
24,17,Vikarabad,Kodangal,29-Oct-20,0,17.3,33.7,39.8,88.2,0,0.1
24,17,Vikarabad,Kodangal,30-Oct-20,0,21.6,30.8,41.9,86,,
24,17,Vikarabad,Kodangal,31-Oct-20,0,19.1,30.3,45.3,89.8,,
24,17,Vikarabad,Kodangal,1-Nov-20,0,17.7,30.1,46.8,77.2,0,0.3
24,17,Vikarabad,Kodangal,2-Nov-20,0,16.4,36.2,31.4,75.1,,
24,17,Vikarabad,Kodangal,3-Nov-20,0,18.5,33.6,35.8,91,0,0.1
24,17,Vikarabad,Kodangal,4-Nov-20,0,18.8,30.4,49.5,74.3,,
24,17,Vikarabad,Kodangal,5-Nov-20,0,17.4,30.3,39,69.5,0,2.2
24,17,Vikarabad,Kodangal,6-Nov-20,0,17.1,30.4,35.4,71,0,0.1
24,17,Vikarabad,Kodangal,7-Nov-20,0,20.7,29.8,43,88.1,0,1
24,17,Vikarabad,Kodangal,8-Nov-20,0,18,30.4,51.9,83.4,,
